date,sh_volume,vix_close,target_5d,target_21d
2004-03-29,3564397940.0,16.5,19208138069.0,80646134600.0
2004-03-30,3388345741.0,16.28,19547977768.0,82266508780.0
2004-03-31,3919926529.0,16.74,19389281004.0,82692262212.0
2004-04-01,3863440184.0,16.65,18806955745.0,83010403185.0
2004-04-02,4394734478.0,15.64,17424774907.0,82659146458.0
2004-04-05,3641691137.0,14.97,17724161148.0,82564282778.0
2004-04-06,3728185440.0,15.32,17859464605.0,82564197366.0
2004-04-07,3761229765.0,15.76,18139444476.0,82567490109.0
2004-04-08,3281114925.0,16.26,18665347772.0,83711894997.0
2004-04-12,3012553640.0,15.28,18929275995.0,84346821585.0
2004-04-13,3941077378.0,17.26,19025228716.0,84541932907.0
2004-04-14,3863488897.0,15.62,19522390820.0,84107040631.0
2004-04-15,4041209636.0,15.74,20038835693.0,83404158771.0
2004-04-16,3807018221.0,14.94,19999439389.0,83053591040.0
2004-04-19,3276481863.0,15.42,20141448796.0,83036602539.0
2004-04-20,4037030099.0,16.67,20077107339.0,82888885000.0
2004-04-21,4360651001.0,15.6,20327955666.0,81643687409.0
2004-04-22,4557654509.0,14.61,20779021078.0,80152257422.0
2004-04-23,3767621917.0,14.01,21357079122.0,79402298780.0
2004-04-26,3418491270.0,14.77,22120169009.0,79791897114.0
2004-04-27,3972688642.0,15.07,22190958118.0,79248322469.0
2004-04-28,4611499328.0,16.29,21126286247.0,78226131376.0
2004-04-29,5008719921.0,16.6,19845666354.0,75955500074.0
2004-04-30,4345679961.0,17.19,19264508901.0,74720357662.0
2004-05-03,4181581157.0,16.62,19508447557.0,73716846562.0
2004-05-04,4043477751.0,16.55,19112450034.0,72838886336.0
2004-05-05,3546827457.0,15.77,19701811277.0,72186779754.0
2004-05-06,3728100028.0,17.05,19402307870.0,71545854671.0
2004-05-07,3764522508.0,18.13,18976113138.0,70802736158.0
2004-05-10,4425519813.0,19.77,18007043815.0,69622287319.0
2004-05-11,3647480228.0,18.57,17619056949.0,68878731036.0
2004-05-12,4136188700.0,18.14,17372180809.0,67728965998.0
2004-05-13,3428596621.0,18.86,17059037598.0,67588407354.0
2004-05-14,3338327776.0,18.47,16786934344.0,67138960463.0
2004-05-17,3456450490.0,19.96,16348147129.0,66847965326.0
2004-05-18,3259493362.0,19.33,16896743371.0,67217127193.0
2004-05-19,3889312560.0,18.93,16436544808.0,66225078136.0
2004-05-20,3115453410.0,18.67,16910399633.0,66633516534.0
2004-05-21,3066224522.0,18.49,16582263730.0,67301395490.0
2004-05-24,3017663275.0,18.08,16675138004.0,67850489053.0
2004-05-25,3808089604.0,15.96,16045118457.0,69307694814.0
2004-05-26,3429113997.0,15.97,15781521985.0,69282512274.0
2004-05-27,3589308235.0,15.28,15086934625.0,69055520442.0
2004-05-28,2738088619.0,15.5,15436020951.0,70020471272.0
2004-06-01,3110537549.0,16.3,15346887397.0,70621175044.0
2004-06-02,3178070057.0,16.08,15413888314.0,70037178388.0
2004-06-03,3165517525.0,17.03,15152294734.0,70314956110.0
2004-06-04,2894720875.0,16.78,15243997521.0,70917028715.0
2004-06-07,3087174945.0,15.39,15444860553.0,71407066926.0
2004-06-08,3021403995.0,15.01,15312337443.0,71270318035.0
2004-06-09,3245070974.0,15.39,15232721822.0,70958718635.0
2004-06-10,2903923945.0,15.04,15957453106.0,71118594198.0
2004-06-14,2986423662.0,16.07,15868292947.0,72103433379.0
2004-06-15,3288037977.0,15.05,16104146778.0,72293989634.0
2004-06-16,2888880885.0,14.79,16949369371.0,72983426611.0
2004-06-17,3165455353.0,15.15,17350670856.0,73279736496.0
2004-06-18,3628655229.0,14.99,18987310992.0,73213258341.0
2004-06-21,2897263503.0,15.26,19493978946.0,74661827151.0
2004-06-22,3523891808.0,14.31,19332403541.0,75263441656.0
2004-06-23,3734103478.0,13.98,19301339512.0,74935531057.0
2004-06-24,3566756838.0,14.81,19445823995.0,74875382354.0
2004-06-25,5265295365.0,15.19,16774602031.0,73485455146.0
2004-06-28,3403931457.0,16.07,16813965821.0,73972793301.0
2004-06-29,3362316403.0,15.47,16948442898.0,74277763186.0
2004-06-30,3703039449.0,14.34,16822616605.0,73738426889.0
2004-07-01,3711241321.0,15.2,15996030388.0,73249638080.0
2004-07-02,2594073401.0,15.08,16335428561.0,73881115200.0
2004-07-06,3443295247.0,16.25,15955932822.0,73866515473.0
2004-07-07,3496793480.0,15.81,16430402185.0,73787946521.0
2004-07-08,3577213156.0,16.2,16331783261.0,73901539392.0
2004-07-09,2884655104.0,15.78,17025446019.0,73697264557.0
2004-07-12,2933471574.0,14.96,17553739683.0,73871938947.0
2004-07-13,3063799508.0,14.46,18052117249.0,74470180073.0
2004-07-14,3971262843.0,13.76,18426686719.0,73993123781.0
2004-07-15,3478594232.0,14.71,19073598800.0,73395741814.0
2004-07-16,3578317862.0,14.34,18901473817.0,72671040027.0
2004-07-19,3461765238.0,15.17,18946316714.0,72286769150.0
2004-07-20,3562177074.0,14.17,19259507797.0,72052665318.0
2004-07-21,4345832313.0,16.41,18804945096.0,70822358383.0
2004-07-22,4125506313.0,15.75,18346725071.0,69623390389.0
2004-07-23,3406192879.0,16.5,18104235344.0,68828424764.0
2004-07-26,3506608135.0,17.3,17820079721.0,68117171158.0
2004-07-27,3875368157.0,16.55,17170262085.0,67158239211.0
2004-07-28,3891269612.0,16.15,16707687993.0,65775553798.0
2004-07-29,3667286288.0,15.68,16458626233.0,64246661334.0
2004-07-30,3163703152.0,15.32,16985729108.0,63221251901.0
2004-08-02,3222452512.0,15.37,16443656865.0,62817692048.0
2004-08-03,3225550521.0,16.03,16326252308.0,62542139779.0
2004-08-04,3428695520.0,16.21,16559597422.0,61783003941.0
2004-08-05,3418224528.0,18.32,16635579445.0,60863152826.0
2004-08-06,3690806027.0,19.34,15825985683.0,60116959460.0
2004-08-09,2680380269.0,18.89,15999221489.0,60573143006.0
2004-08-10,3108145964.0,17.47,15968569886.0,60954974132.0
2004-08-11,3662040634.0,18.04,15634602494.0,60589444301.0
2004-08-12,3494206551.0,19.08,15255921321.0,60609983253.0
2004-08-13,2881212265.0,17.98,15301247375.0,60882391126.0
2004-08-16,2853616075.0,17.57,15058858554.0,61353770519.0
2004-08-17,3077494361.0,17.02,14776718722.0,61116318915.0
2004-08-18,3328073242.0,16.23,14365081690.0,61302588770.0
2004-08-19,3115525378.0,16.96,13758140511.0,61376348547.0
2004-08-20,2926538319.0,16.0,12969996016.0,61732680372.0
2004-08-23,2611227254.0,15.88,12497062481.0,62575098508.0
2004-08-24,2795354529.0,15.33,12520600611.0,62933154944.0
2004-08-25,2916436210.0,14.98,12554162653.0,63047265726.0
2004-08-26,2508584199.0,14.91,12715138136.0,63570085481.0
2004-08-27,2138393824.0,14.71,13075117725.0,64840152578.0
2004-08-30,2138293719.0,15.44,13881436667.0,66212619276.0
2004-08-31,2818892659.0,15.29,14199107823.0,67393489104.0
2004-09-01,2949998252.0,14.91,14739086661.0,68385245097.0
2004-09-02,2669559682.0,14.28,15366037782.0,69631471267.0
2004-09-03,2498373413.0,13.91,16382409872.0,70733269682.0
2004-09-07,2944612661.0,14.07,16591417349.0,71618990309.0
2004-09-08,3136563815.0,14.06,16779849002.0,72188690904.0
2004-09-09,3489977090.0,14.01,16129914669.0,72113696081.0
2004-09-10,3296510803.0,13.76,16347746963.0,71238551539.0
2004-09-13,3514745503.0,13.17,16022286615.0,71022010610.0
2004-09-14,3153620138.0,13.56,16151536621.0,71726975593.0
2004-09-15,3324995468.0,14.64,16280186543.0,71946724942.0
2004-09-16,2840042757.0,14.39,16593554751.0,72918493420.0
2004-09-17,3514343097.0,14.03,16109758646.0,72747932204.0
2004-09-20,3189285155.0,14.43,15951877445.0,73582416649.0
2004-09-21,3282870144.0,13.66,16077468222.0,74212817742.0
2004-09-22,3453645390.0,14.74,16134583249.0,74990656947.0
2004-09-23,3153410965.0,14.8,16980934771.0,75542721353.0
2004-09-24,3030546992.0,14.28,17892142024.0,75969535489.0
2004-09-27,3031403954.0,14.62,18776523922.0,77001551390.0
2004-09-28,3408460921.0,13.83,18968234829.0,78035372393.0
2004-09-29,3510760417.0,13.21,19287807700.0,78572235333.0
2004-09-30,3999762487.0,13.34,18994309623.0,78189688946.0
2004-10-01,3941754245.0,12.75,18467537645.0,77655769061.0
2004-10-04,3915785852.0,13.41,16973118054.0,77804625082.0
2004-10-05,3600171828.0,13.95,16671150800.0,78507703922.0
2004-10-06,3830333288.0,13.28,16699402633.0,78902917984.0
2004-10-07,3706264410.0,14.5,16537883040.0,79407216005.0
2004-10-08,3414982267.0,15.05,16934712008.0,79433728908.0
2004-10-11,2421366261.0,14.71,17857127628.0,80705104824.0
2004-10-12,3298204574.0,15.05,18582692654.0,81317836311.0
2004-10-13,3858585121.0,15.42,18637378770.0,81136094705.0
2004-10-14,3544744817.0,16.43,19324118548.0,81718326134.0
2004-10-15,3811811235.0,15.04,19217782684.0,81791317883.0
2004-10-18,3343781881.0,14.71,19331361931.0,82265141975.0
2004-10-19,4023769600.0,15.13,19371012186.0,82782302825.0
2004-10-20,3913271237.0,14.85,19900022873.0,82845937890.0
2004-10-21,4231484595.0,14.54,19716161635.0,82710771276.0
2004-10-22,3705475371.0,15.28,19627902364.0,82774327200.0
2004-10-25,3457361128.0,16.58,19578375596.0,83337190778.0
2004-10-26,4063419855.0,16.39,19579597614.0,82464391464.0
2004-10-27,4442281924.0,15.72,19440566358.0,79365990317.0
2004-10-28,4047623357.0,15.39,19618490351.0,79039845404.0
2004-10-29,3617216100.0,16.27,20211836682.0,79455680140.0
2004-11-01,3407834360.0,16.27,20245497492.0,80675504382.0
2004-11-02,4064641873.0,16.18,19873597796.0,81328198778.0
2004-11-03,4303250668.0,14.04,19481283189.0,81503924137.0
2004-11-04,4225547350.0,13.97,18932579354.0,81212976348.0
2004-11-05,4210562431.0,13.84,18848993169.0,81712206219.0
2004-11-08,3441495170.0,13.8,19292300983.0,82658273378.0
2004-11-09,3692742177.0,13.61,19417164779.0,83378487744.0
2004-11-10,3910936061.0,13.08,20047159168.0,83101995161.0
2004-11-11,3676843515.0,13.04,20347221955.0,83383076183.0
2004-11-12,4126976246.0,13.33,20316563690.0,83551826796.0
2004-11-15,3884802984.0,13.38,20200792001.0,84301567908.0
2004-11-16,3817605973.0,13.21,20403410734.0,85247889360.0
2004-11-17,4540930450.0,13.21,19053100825.0,86454767764.0
2004-11-18,3976906302.0,12.98,16420075300.0,86339157865.0
2004-11-19,4096317981.0,13.5,16045235763.0,86161763708.0
2004-11-22,3769031295.0,12.97,16309255304.0,86033499396.0
2004-11-23,4020224706.0,12.67,16916689200.0,84683067594.0
2004-11-24,3190620541.0,12.72,18443404928.0,84167966234.0
2004-11-26,1343880777.0,12.79,21578500178.0,85703865487.0
2004-11-29,3721478444.0,13.3,21791621295.0,84688595952.0
2004-11-30,4033050836.0,13.24,22468362761.0,83132556923.0
2004-12-01,4627658602.0,12.97,22228266488.0,80892037009.0
2004-12-02,4717336269.0,12.98,21923886762.0,80358118970.0
2004-12-03,4478976027.0,12.96,21079354213.0,80822124983.0
2004-12-06,3934599561.0,13.19,21102679189.0,81452278774.0
2004-12-07,4709792302.0,13.67,20688613746.0,80926974204.0
2004-12-08,4387562329.0,13.19,20935595513.0,80641831602.0
2004-12-09,4412956543.0,12.88,21286566395.0,80251698327.0
2004-12-10,3634443478.0,12.76,23399931771.0,80810511052.0
2004-12-13,3957924537.0,12.54,23303303637.0,81145374648.0
2004-12-14,4295726859.0,12.73,22926500602.0,80886819893.0
2004-12-15,4634544096.0,12.35,21932723489.0,79771239011.0
2004-12-16,4763927425.0,12.27,19838588968.0,79068147804.0
2004-12-17,5747808854.0,11.95,16766299295.0,77484770471.0
2004-12-20,3861296403.0,11.83,15784782922.0,77996253418.0
2004-12-21,3918923824.0,11.55,14572068007.0,78178049878.0
2004-12-22,3640766983.0,11.45,13408312831.0,78586751809.0
2004-12-23,2669792904.0,11.23,13125658615.0,79972484634.0
2004-12-27,2675519181.0,12.14,14633557664.0,81515590436.0
2004-12-28,2879780030.0,12.0,16696759674.0,82784378042.0
2004-12-29,2706208909.0,11.62,18555304117.0,84226828334.0
2004-12-30,2477011807.0,12.56,20262780042.0,85706502271.0
2004-12-31,2387138688.0,13.29,21978061081.0,87443989036.0
2005-01-03,4183418230.0,14.08,21817466119.0,87274405445.0
2005-01-04,4942982040.0,13.98,21067740282.0,86281737729.0
2005-01-05,4564753352.0,14.09,20795775063.0,85755695406.0
2005-01-06,4184487732.0,13.58,20648459435.0,85025793153.0
2005-01-07,4102419727.0,13.49,20065002922.0,84725026859.0
2005-01-10,4022823268.0,13.23,20103015872.0,84613239283.0
2005-01-11,4193256203.0,13.19,20074191190.0,84464471838.0
2005-01-12,4292788133.0,12.56,20154182407.0,84286754302.0
2005-01-13,4037172104.0,12.84,20217730587.0,83560479126.0
2005-01-14,3518963214.0,12.43,20748236287.0,84064069207.0
2005-01-18,4060836218.0,12.47,20742925798.0,83806671322.0
2005-01-19,4164431521.0,13.18,20797119260.0,83602672300.0
2005-01-20,4372779350.0,13.83,20572907546.0,82803320630.0
2005-01-21,4100720284.0,14.36,20620846463.0,82988603003.0
2005-01-24,4049468914.0,14.65,20528063293.0,82725548238.0
2005-01-25,4055525729.0,14.06,20597163017.0,82659754825.0
2005-01-26,4218624983.0,13.44,20392372673.0,82144719307.0
2005-01-27,4148567636.0,13.24,20194119361.0,82496967243.0
2005-01-28,4148659201.0,13.24,20084171189.0,82548926454.0
2005-01-31,3956685744.0,12.82,19582070924.0,82751450852.0
2005-02-01,4124625453.0,12.03,19259098904.0,82658785694.0
2005-02-02,4013834639.0,11.66,19156299957.0,82624853261.0
2005-02-03,3950314324.0,11.79,19250474391.0,82596911917.0
2005-02-04,4038711029.0,11.21,19326833959.0,82295720554.0
2005-02-07,3454585479.0,11.73,19183145408.0,83007141023.0
2005-02-08,3801653433.0,11.6,19404045270.0,83095217651.0
2005-02-09,3911035692.0,12.0,19296447911.0,82789259721.0
2005-02-10,4044488758.0,11.51,19212391652.0,82269047477.0
2005-02-11,4115070597.0,11.43,18670748735.0,81913178225.0
2005-02-14,3310896928.0,11.52,19645854464.0,82786865932.0
2005-02-15,4022553295.0,11.27,19409715318.0,82551540874.0
2005-02-16,3803438333.0,11.1,19596009301.0,83796442360.0
2005-02-17,3960432499.0,11.77,19339166267.0,83331585883.0
2005-02-18,3573427680.0,11.18,20266554159.0,83770095178.0
2005-02-22,4286002657.0,13.14,20181169914.0,83572304683.0
2005-02-23,3786414149.0,12.39,20553965907.0,83234058205.0
2005-02-24,3989732316.0,11.57,20596193886.0,82569417413.0
2005-02-25,3703589465.0,11.49,20872506627.0,82945500784.0
2005-02-28,4500815572.0,12.08,20294064035.0,82373578644.0
2005-03-01,4200618412.0,12.04,19830965289.0,82246668312.0
2005-03-02,4159210142.0,12.5,19837761095.0,82217165811.0
2005-03-03,4031960295.0,12.93,19695530861.0,81959418625.0
2005-03-04,3979902206.0,11.94,19320706417.0,81592544578.0
2005-03-07,3922372980.0,12.26,18922609951.0,81248121106.0
2005-03-08,3737519666.0,12.4,18944291630.0,81142131516.0
2005-03-09,4166005948.0,12.7,18962870317.0,80162801398.0
2005-03-10,3889730061.0,12.49,18860368493.0,79223928429.0
2005-03-11,3605077762.0,12.8,20303630550.0,79564503424.0
2005-03-14,3524276514.0,12.39,20274930058.0,79875132462.0
2005-03-15,3759201345.0,13.15,20527665688.0,80474254476.0
2005-03-16,4184584635.0,13.49,20431293215.0,81391629205.0
2005-03-17,3787228237.0,13.29,20092232649.0,81693341733.0
2005-03-18,5048339819.0,13.14,18368984354.0,80712395523.0
2005-03-21,3495576022.0,13.61,18953081168.0,81577453916.0
2005-03-22,4011936975.0,14.27,18870037625.0,81897787872.0
2005-03-23,4088212162.0,14.06,18855533543.0,81710144212.0
2005-03-24,3448167671.0,13.42,19537073513.0,81593273580.0
2005-03-28,3325091524.0,13.75,19986195098.0,81971411890.0
2005-03-29,4079672836.0,14.49,19519550421.0,81876094548.0
2005-03-30,3928893432.0,13.64,19168606497.0,82084230624.0
2005-03-31,4073708080.0,14.02,18726428493.0,82536557917.0
2005-04-01,4129707641.0,14.09,17783396682.0,82065982705.0
2005-04-04,3774213109.0,14.11,16960040665.0,82343755599.0
2005-04-05,3613028159.0,13.68,17292665263.0,83009776849.0
2005-04-06,3577949508.0,13.15,17549621307.0,83258303831.0
2005-04-07,3631530076.0,12.33,18276414590.0,82902237729.0
2005-04-08,3186675830.0,12.62,20191698124.0,83084440993.0
2005-04-11,2950857092.0,11.98,21329781797.0,83703198506.0
2005-04-12,3945652757.0,11.3,21451522649.0,83353813559.0
2005-04-13,3834905552.0,13.31,21977251512.0,83342199427.0
2005-04-14,4358323359.0,14.53,21951199084.0,83069308767.0
2005-04-15,5101959364.0,17.74,20749808222.0,81309943021.0
2005-04-18,4088940765.0,16.56,19992164496.0,80692560484.0
2005-04-19,4067393609.0,14.96,19628000721.0,80943879096.0
2005-04-20,4360634415.0,16.92,19251721800.0,80140238566.0
2005-04-21,4332270931.0,14.41,19056480377.0,78996517154.0
2005-04-22,3900568502.0,15.38,19681947248.0,78450160417.0
2005-04-25,3331297039.0,14.62,20009782638.0,78545987647.0
2005-04-26,3703229834.0,14.91,20358538807.0,78179804054.0
2005-04-27,3984355494.0,14.87,20653232722.0,77553628877.0
2005-04-28,4137029508.0,16.86,20342679704.0,76071198579.0
2005-04-29,4526035373.0,15.31,19092108305.0,75286556639.0
2005-05-02,3659132429.0,15.12,18801854970.0,75326304272.0
2005-05-03,4051986003.0,14.53,18319483572.0,74886954914.0
2005-05-04,4279049409.0,13.85,17636701973.0,73920465403.0
2005-05-05,3826476490.0,13.98,17633516903.0,73178123408.0
2005-05-06,3275463974.0,14.05,18443485628.0,73694188221.0
2005-05-09,3368879094.0,13.75,18417200152.0,73703837473.0
2005-05-10,3569614605.0,14.91,18319143775.0,73693511443.0
2005-05-11,3596267810.0,14.45,19041588186.0,73237919307.0
2005-05-12,3823291420.0,16.12,18775290651.0,72590442172.0
2005-05-13,4085432699.0,16.32,17878407471.0,71681498982.0
2005-05-16,3342593618.0,15.68,17890025618.0,71916664236.0
2005-05-17,3471558228.0,14.57,17845591659.0,72097700264.0
2005-05-18,4318712221.0,13.63,16863925679.0,72311799294.0
2005-05-19,3556993885.0,13.32,16665112111.0,71930567768.0
2005-05-20,3188549519.0,13.14,16131161802.0,72069189096.0
2005-05-23,3354211765.0,12.95,16518343470.0,72248194279.0
2005-05-24,3427124269.0,12.69,16790099263.0,72927122139.0
2005-05-25,3337046241.0,12.58,17065689667.0,75398576261.0
2005-05-26,3358180317.0,12.24,17020069248.0,75350768038.0
2005-05-27,2654599210.0,12.15,17449604533.0,76119102922.0
2005-05-31,3741393433.0,13.29,17499739887.0,75854619921.0
2005-06-01,3698880062.0,12.36,17179388171.0,76048375527.0
2005-06-02,3612636645.0,11.84,17126040101.0,75298789013.0
2005-06-03,3312559898.0,12.15,16954155877.0,75258256486.0
2005-06-06,3084134495.0,12.28,17045835667.0,75690492595.0
2005-06-07,3791528787.0,12.39,16430796389.0,75473890035.0
2005-06-08,3378528346.0,12.7,16630026915.0,75702626515.0
2005-06-09,3559288575.0,12.08,16723332596.0,75786230337.0
2005-06-10,3140675674.0,11.96,18115468173.0,76269534645.0
2005-06-13,3175814285.0,11.65,18115416247.0,76486911218.0
2005-06-14,3176489509.0,11.79,18266097585.0,77279784529.0
2005-06-15,3577758872.0,11.46,18221555661.0,76986074031.0
2005-06-16,3652594256.0,11.15,18675013534.0,76281000833.0
2005-06-17,4532811251.0,11.48,19950702646.0,75525501660.0
2005-06-20,3175762359.0,11.47,20085312381.0,76431326983.0
2005-06-21,3327170847.0,11.08,20181075628.0,77354354146.0
2005-06-22,3533216948.0,11.05,20124769112.0,77348969493.0
2005-06-23,4106052129.0,12.13,19911352651.0,76485406599.0
2005-06-24,5808500363.0,12.18,16965902419.0,74364537577.0
2005-06-27,3310372094.0,12.52,16927557696.0,74877284884.0
2005-06-28,3422934094.0,11.58,17020994206.0,75246855979.0
2005-06-29,3476910432.0,11.77,17119010001.0,75205449198.0
2005-06-30,3892635668.0,12.04,16833639159.0,74572119094.0
2005-07-01,2863050131.0,11.4,17613481425.0,75576264457.0
2005-07-05,3272027371.0,11.68,17965434036.0,76156684716.0
2005-07-06,3516370604.0,12.27,17842254290.0,76285959057.0
2005-07-07,3574926227.0,12.49,18236690883.0,76159887141.0
2005-07-08,3607264826.0,11.45,17913474431.0,75855182348.0
2005-07-11,3642892397.0,11.28,17218103092.0,75700394414.0
2005-07-12,3623979982.0,10.95,17371435188.0,76184569732.0
2005-07-13,3393190858.0,10.84,18059832012.0,76340744191.0
2005-07-14,3969362820.0,10.81,18340667202.0,75856713132.0
2005-07-15,3284048374.0,10.33,18584451123.0,75532652316.0
2005-07-18,2947521058.0,10.77,18879419300.0,75971342347.0
2005-07-19,3777312078.0,10.45,18789738563.0,75676826060.0
2005-07-20,4081587682.0,10.23,18531270282.0,74853211789.0
2005-07-21,4250198010.0,10.97,18073577461.0,73424601910.0
2005-07-22,3527832295.0,10.52,17981248817.0,72947567455.0
2005-07-25,3242489235.0,11.1,17998065146.0,72804658309.0
2005-07-26,3687631341.0,10.99,18177629299.0,72881898344.0
2005-07-27,3823119401.0,10.36,18206957528.0,72000240962.0
2005-07-28,3792505189.0,10.52,18060097284.0,71060992064.0
2005-07-29,3435503651.0,11.57,18073447944.0,70512550137.0
2005-08-01,3259305564.0,12.08,18116702413.0,70681793132.0
2005-08-02,3867195494.0,11.75,17737611382.0,70943390300.0
2005-08-03,3852447630.0,11.83,17993319052.0,71042095310.0
2005-08-04,3645644945.0,12.52,17897039424.0,70197850817.0
2005-08-05,3448854311.0,12.48,17933516874.0,70163846233.0
2005-08-08,3302560033.0,13.21,17590944399.0,70495300319.0
2005-08-09,3488104463.0,12.4,17489051025.0,70611431517.0
2005-08-10,4108155300.0,12.38,16863691516.0,70195027133.0
2005-08-11,3549365317.0,12.42,16572299610.0,70372495985.0
2005-08-12,3485331761.0,12.74,15908555980.0,70801355321.0
2005-08-15,2959987558.0,12.26,15999366262.0,71595372299.0
2005-08-16,3386211089.0,13.52,15712735262.0,72074718712.0
2005-08-17,3482795791.0,13.3,15994810847.0,74219689206.0
2005-08-18,3257973411.0,13.42,15678299455.0,74659873195.0
2005-08-19,2821588131.0,13.42,15709967615.0,76076601214.0
2005-08-22,3050797840.0,13.42,15546231499.0,77423207586.0
2005-08-23,3099580089.0,13.34,15875199969.0,78552302017.0
2005-08-24,3764871376.0,14.17,16239121255.0,78429271560.0
2005-08-25,2941462019.0,13.73,17248811876.0,79106150200.0
2005-08-26,2853256291.0,13.72,17196956037.0,79918486645.0
2005-08-29,2887061724.0,13.52,17724744040.0,80961559853.0
2005-08-30,3428548559.0,13.65,17930209600.0,81574220740.0
2005-08-31,4128792662.0,12.6,17405652599.0,81263475376.0
2005-09-01,3951152640.0,13.15,17146250875.0,81301837212.0
2005-09-02,2801400452.0,13.57,18071684592.0,82975406833.0
2005-09-06,3414849727.0,12.93,18571025962.0,84109559988.0
2005-09-07,3634014119.0,12.52,18691016379.0,85469576481.0
2005-09-08,3604235661.0,12.93,18952338220.0,85492465905.0
2005-09-09,3691750916.0,11.98,20888353589.0,85445061945.0
2005-09-12,3726834169.0,11.65,20859676820.0,85900509853.0
2005-09-13,3914191097.0,12.39,21183801873.0,86583924709.0
2005-09-14,3754004536.0,12.91,21827201549.0,87035685334.0
2005-09-15,3865557502.0,12.49,22190318567.0,86951966438.0
2005-09-16,5627766285.0,11.22,20204393201.0,84688317429.0
2005-09-19,3698157400.0,12.14,20124576460.0,84763970900.0
2005-09-20,4238316150.0,12.64,19551853046.0,85203119816.0
2005-09-21,4397404212.0,13.79,19084583766.0,85332672593.0
2005-09-22,4228674520.0,13.33,18897118692.0,85414859069.0
2005-09-23,3641840919.0,12.96,19073325071.0,85582160094.0
