date,sh_volume,vix_close,target_volume
2004-05-28,2738088619.0,15.5,3110537549.0
2004-06-01,3110537549.0,16.3,3178070057.0
2004-06-02,3178070057.0,16.08,3165517525.0
2004-06-03,3165517525.0,17.03,2894720875.0
2004-06-04,2894720875.0,16.78,3087174945.0
2004-06-07,3087174945.0,15.39,3021403995.0
2004-06-08,3021403995.0,15.01,3245070974.0
2004-06-09,3245070974.0,15.39,2903923945.0
2004-06-10,2903923945.0,15.04,2986423662.0
2004-06-14,2986423662.0,16.07,3288037977.0
2004-06-15,3288037977.0,15.05,2888880885.0
2004-06-16,2888880885.0,14.79,3165455353.0
2004-06-17,3165455353.0,15.15,3628655229.0
2004-06-18,3628655229.0,14.99,2897263503.0
2004-06-21,2897263503.0,15.26,3523891808.0
2004-06-22,3523891808.0,14.31,3734103478.0
2004-06-23,3734103478.0,13.98,3566756838.0
2004-06-24,3566756838.0,14.81,5265295365.0
2004-06-25,5265295365.0,15.19,3403931457.0
2004-06-28,3403931457.0,16.07,3362316403.0
2004-06-29,3362316403.0,15.47,3703039449.0
2004-06-30,3703039449.0,14.34,3711241321.0
2004-07-01,3711241321.0,15.2,2594073401.0
2004-07-02,2594073401.0,15.08,3443295247.0
2004-07-06,3443295247.0,16.25,3496793480.0
2004-07-07,3496793480.0,15.81,3577213156.0
2004-07-08,3577213156.0,16.2,2884655104.0
2004-07-09,2884655104.0,15.78,2933471574.0
2004-07-12,2933471574.0,14.96,3063799508.0
2004-07-13,3063799508.0,14.46,3971262843.0
2004-07-14,3971262843.0,13.76,3478594232.0
2004-07-15,3478594232.0,14.71,3578317862.0
2004-07-16,3578317862.0,14.34,3461765238.0
2004-07-19,3461765238.0,15.17,3562177074.0
2004-07-20,3562177074.0,14.17,4345832313.0
2004-07-21,4345832313.0,16.41,4125506313.0
2004-07-22,4125506313.0,15.75,3406192879.0
2004-07-23,3406192879.0,16.5,3506608135.0
2004-07-26,3506608135.0,17.3,3875368157.0
2004-07-27,3875368157.0,16.55,3891269612.0
2004-07-28,3891269612.0,16.15,3667286288.0
2004-07-29,3667286288.0,15.68,3163703152.0
2004-07-30,3163703152.0,15.32,3222452512.0
2004-08-02,3222452512.0,15.37,3225550521.0
2004-08-03,3225550521.0,16.03,3428695520.0
2004-08-04,3428695520.0,16.21,3418224528.0
2004-08-05,3418224528.0,18.32,3690806027.0
2004-08-06,3690806027.0,19.34,2680380269.0
2004-08-09,2680380269.0,18.89,3108145964.0
2004-08-10,3108145964.0,17.47,3662040634.0
2004-08-11,3662040634.0,18.04,3494206551.0
2004-08-12,3494206551.0,19.08,2881212265.0
2004-08-13,2881212265.0,17.98,2853616075.0
2004-08-16,2853616075.0,17.57,3077494361.0
2004-08-17,3077494361.0,17.02,3328073242.0
2004-08-18,3328073242.0,16.23,3115525378.0
2004-08-19,3115525378.0,16.96,2926538319.0
2004-08-20,2926538319.0,16.0,2611227254.0
2004-08-23,2611227254.0,15.88,2795354529.0
2004-08-24,2795354529.0,15.33,2916436210.0
2004-08-25,2916436210.0,14.98,2508584199.0
2004-08-26,2508584199.0,14.91,2138393824.0
2004-08-27,2138393824.0,14.71,2138293719.0
2004-08-30,2138293719.0,15.44,2818892659.0
2004-08-31,2818892659.0,15.29,2949998252.0
2004-09-01,2949998252.0,14.91,2669559682.0
2004-09-02,2669559682.0,14.28,2498373413.0
2004-09-03,2498373413.0,13.91,2944612661.0
2004-09-07,2944612661.0,14.07,3136563815.0
2004-09-08,3136563815.0,14.06,3489977090.0
2004-09-09,3489977090.0,14.01,3296510803.0
2004-09-10,3296510803.0,13.76,3514745503.0
2004-09-13,3514745503.0,13.17,3153620138.0
2004-09-14,3153620138.0,13.56,3324995468.0
2004-09-15,3324995468.0,14.64,2840042757.0
2004-09-16,2840042757.0,14.39,3514343097.0
2004-09-17,3514343097.0,14.03,3189285155.0
2004-09-20,3189285155.0,14.43,3282870144.0
2004-09-21,3282870144.0,13.66,3453645390.0
2004-09-22,3453645390.0,14.74,3153410965.0
2004-09-23,3153410965.0,14.8,3030546992.0
2004-09-24,3030546992.0,14.28,3031403954.0
2004-09-27,3031403954.0,14.62,3408460921.0
2004-09-28,3408460921.0,13.83,3510760417.0
2004-09-29,3510760417.0,13.21,3999762487.0
2004-09-30,3999762487.0,13.34,3941754245.0
2004-10-01,3941754245.0,12.75,3915785852.0
2004-10-04,3915785852.0,13.41,3600171828.0
2004-10-05,3600171828.0,13.95,3830333288.0
2004-10-06,3830333288.0,13.28,3706264410.0
2004-10-07,3706264410.0,14.5,3414982267.0
2004-10-08,3414982267.0,15.05,2421366261.0
2004-10-11,2421366261.0,14.71,3298204574.0
2004-10-12,3298204574.0,15.05,3858585121.0
2004-10-13,3858585121.0,15.42,3544744817.0
2004-10-14,3544744817.0,16.43,3811811235.0
2004-10-15,3811811235.0,15.04,3343781881.0
2004-10-18,3343781881.0,14.71,4023769600.0
2004-10-19,4023769600.0,15.13,3913271237.0
2004-10-20,3913271237.0,14.85,4231484595.0
2004-10-21,4231484595.0,14.54,3705475371.0
2004-10-22,3705475371.0,15.28,3457361128.0
2004-10-25,3457361128.0,16.58,4063419855.0
2004-10-26,4063419855.0,16.39,4442281924.0
2004-10-27,4442281924.0,15.72,4047623357.0
2004-10-28,4047623357.0,15.39,3617216100.0
2004-10-29,3617216100.0,16.27,3407834360.0
2004-11-01,3407834360.0,16.27,4064641873.0
2004-11-02,4064641873.0,16.18,4303250668.0
2004-11-03,4303250668.0,14.04,4225547350.0
2004-11-04,4225547350.0,13.97,4210562431.0
2004-11-05,4210562431.0,13.84,3441495170.0
2004-11-08,3441495170.0,13.8,3692742177.0
2004-11-09,3692742177.0,13.61,3910936061.0
2004-11-10,3910936061.0,13.08,3676843515.0
2004-11-11,3676843515.0,13.04,4126976246.0
2004-11-12,4126976246.0,13.33,3884802984.0
2004-11-15,3884802984.0,13.38,3817605973.0
2004-11-16,3817605973.0,13.21,4540930450.0
2004-11-17,4540930450.0,13.21,3976906302.0
2004-11-18,3976906302.0,12.98,4096317981.0
2004-11-19,4096317981.0,13.5,3769031295.0
2004-11-22,3769031295.0,12.97,4020224706.0
2004-11-23,4020224706.0,12.67,3190620541.0
2004-11-24,3190620541.0,12.72,1343880777.0
2004-11-26,1343880777.0,12.79,3721478444.0
2004-11-29,3721478444.0,13.3,4033050836.0
2004-11-30,4033050836.0,13.24,4627658602.0
2004-12-01,4627658602.0,12.97,4717336269.0
2004-12-02,4717336269.0,12.98,4478976027.0
2004-12-03,4478976027.0,12.96,3934599561.0
2004-12-06,3934599561.0,13.19,4709792302.0
2004-12-07,4709792302.0,13.67,4387562329.0
2004-12-08,4387562329.0,13.19,4412956543.0
2004-12-09,4412956543.0,12.88,3634443478.0
2004-12-10,3634443478.0,12.76,3957924537.0
2004-12-13,3957924537.0,12.54,4295726859.0
2004-12-14,4295726859.0,12.73,4634544096.0
2004-12-15,4634544096.0,12.35,4763927425.0
2004-12-16,4763927425.0,12.27,5747808854.0
2004-12-17,5747808854.0,11.95,3861296403.0
2004-12-20,3861296403.0,11.83,3918923824.0
2004-12-21,3918923824.0,11.55,3640766983.0
2004-12-22,3640766983.0,11.45,2669792904.0
2004-12-23,2669792904.0,11.23,2675519181.0
2004-12-27,2675519181.0,12.14,2879780030.0
2004-12-28,2879780030.0,12.0,2706208909.0
2004-12-29,2706208909.0,11.62,2477011807.0
2004-12-30,2477011807.0,12.56,2387138688.0
2004-12-31,2387138688.0,13.29,4183418230.0
2005-01-03,4183418230.0,14.08,4942982040.0
2005-01-04,4942982040.0,13.98,4564753352.0
2005-01-05,4564753352.0,14.09,4184487732.0
2005-01-06,4184487732.0,13.58,4102419727.0
2005-01-07,4102419727.0,13.49,4022823268.0
2005-01-10,4022823268.0,13.23,4193256203.0
2005-01-11,4193256203.0,13.19,4292788133.0
2005-01-12,4292788133.0,12.56,4037172104.0
2005-01-13,4037172104.0,12.84,3518963214.0
2005-01-14,3518963214.0,12.43,4060836218.0
2005-01-18,4060836218.0,12.47,4164431521.0
2005-01-19,4164431521.0,13.18,4372779350.0
2005-01-20,4372779350.0,13.83,4100720284.0
2005-01-21,4100720284.0,14.36,4049468914.0
2005-01-24,4049468914.0,14.65,4055525729.0
2005-01-25,4055525729.0,14.06,4218624983.0
2005-01-26,4218624983.0,13.44,4148567636.0
2005-01-27,4148567636.0,13.24,4148659201.0
2005-01-28,4148659201.0,13.24,3956685744.0
2005-01-31,3956685744.0,12.82,4124625453.0
2005-02-01,4124625453.0,12.03,4013834639.0
2005-02-02,4013834639.0,11.66,3950314324.0
2005-02-03,3950314324.0,11.79,4038711029.0
2005-02-04,4038711029.0,11.21,3454585479.0
2005-02-07,3454585479.0,11.73,3801653433.0
2005-02-08,3801653433.0,11.6,3911035692.0
2005-02-09,3911035692.0,12.0,4044488758.0
2005-02-10,4044488758.0,11.51,4115070597.0
2005-02-11,4115070597.0,11.43,3310896928.0
2005-02-14,3310896928.0,11.52,4022553295.0
2005-02-15,4022553295.0,11.27,3803438333.0
2005-02-16,3803438333.0,11.1,3960432499.0
2005-02-17,3960432499.0,11.77,3573427680.0
2005-02-18,3573427680.0,11.18,4286002657.0
2005-02-22,4286002657.0,13.14,3786414149.0
2005-02-23,3786414149.0,12.39,3989732316.0
2005-02-24,3989732316.0,11.57,3703589465.0
2005-02-25,3703589465.0,11.49,4500815572.0
2005-02-28,4500815572.0,12.08,4200618412.0
2005-03-01,4200618412.0,12.04,4159210142.0
2005-03-02,4159210142.0,12.5,4031960295.0
2005-03-03,4031960295.0,12.93,3979902206.0
2005-03-04,3979902206.0,11.94,3922372980.0
2005-03-07,3922372980.0,12.26,3737519666.0
2005-03-08,3737519666.0,12.4,4166005948.0
2005-03-09,4166005948.0,12.7,3889730061.0
2005-03-10,3889730061.0,12.49,3605077762.0
2005-03-11,3605077762.0,12.8,3524276514.0
2005-03-14,3524276514.0,12.39,3759201345.0
2005-03-15,3759201345.0,13.15,4184584635.0
2005-03-16,4184584635.0,13.49,3787228237.0
2005-03-17,3787228237.0,13.29,5048339819.0
2005-03-18,5048339819.0,13.14,3495576022.0
2005-03-21,3495576022.0,13.61,4011936975.0
2005-03-22,4011936975.0,14.27,4088212162.0
2005-03-23,4088212162.0,14.06,3448167671.0
2005-03-24,3448167671.0,13.42,3325091524.0
2005-03-28,3325091524.0,13.75,4079672836.0
2005-03-29,4079672836.0,14.49,3928893432.0
2005-03-30,3928893432.0,13.64,4073708080.0
2005-03-31,4073708080.0,14.02,4129707641.0
2005-04-01,4129707641.0,14.09,3774213109.0
2005-04-04,3774213109.0,14.11,3613028159.0
2005-04-05,3613028159.0,13.68,3577949508.0
2005-04-06,3577949508.0,13.15,3631530076.0
2005-04-07,3631530076.0,12.33,3186675830.0
2005-04-08,3186675830.0,12.62,2950857092.0
2005-04-11,2950857092.0,11.98,3945652757.0
2005-04-12,3945652757.0,11.3,3834905552.0
2005-04-13,3834905552.0,13.31,4358323359.0
2005-04-14,4358323359.0,14.53,5101959364.0
2005-04-15,5101959364.0,17.74,4088940765.0
2005-04-18,4088940765.0,16.56,4067393609.0
2005-04-19,4067393609.0,14.96,4360634415.0
2005-04-20,4360634415.0,16.92,4332270931.0
2005-04-21,4332270931.0,14.41,3900568502.0
2005-04-22,3900568502.0,15.38,3331297039.0
2005-04-25,3331297039.0,14.62,3703229834.0
2005-04-26,3703229834.0,14.91,3984355494.0
2005-04-27,3984355494.0,14.87,4137029508.0
2005-04-28,4137029508.0,16.86,4526035373.0
2005-04-29,4526035373.0,15.31,3659132429.0
2005-05-02,3659132429.0,15.12,4051986003.0
2005-05-03,4051986003.0,14.53,4279049409.0
2005-05-04,4279049409.0,13.85,3826476490.0
2005-05-05,3826476490.0,13.98,3275463974.0
2005-05-06,3275463974.0,14.05,3368879094.0
2005-05-09,3368879094.0,13.75,3569614605.0
2005-05-10,3569614605.0,14.91,3596267810.0
2005-05-11,3596267810.0,14.45,3823291420.0
2005-05-12,3823291420.0,16.12,4085432699.0
2005-05-13,4085432699.0,16.32,3342593618.0
2005-05-16,3342593618.0,15.68,3471558228.0
2005-05-17,3471558228.0,14.57,4318712221.0
2005-05-18,4318712221.0,13.63,3556993885.0
2005-05-19,3556993885.0,13.32,3188549519.0
2005-05-20,3188549519.0,13.14,3354211765.0
2005-05-23,3354211765.0,12.95,3427124269.0
2005-05-24,3427124269.0,12.69,3337046241.0
2005-05-25,3337046241.0,12.58,3358180317.0
2005-05-26,3358180317.0,12.24,2654599210.0
2005-05-27,2654599210.0,12.15,3741393433.0
2005-05-31,3741393433.0,13.29,3698880062.0
2005-06-01,3698880062.0,12.36,3612636645.0
2005-06-02,3612636645.0,11.84,3312559898.0
2005-06-03,3312559898.0,12.15,3084134495.0
2005-06-06,3084134495.0,12.28,3791528787.0
2005-06-07,3791528787.0,12.39,3378528346.0
2005-06-08,3378528346.0,12.7,3559288575.0
2005-06-09,3559288575.0,12.08,3140675674.0
2005-06-10,3140675674.0,11.96,3175814285.0
2005-06-13,3175814285.0,11.65,3176489509.0
2005-06-14,3176489509.0,11.79,3577758872.0
2005-06-15,3577758872.0,11.46,3652594256.0
2005-06-16,3652594256.0,11.15,4532811251.0
2005-06-17,4532811251.0,11.48,3175762359.0
2005-06-20,3175762359.0,11.47,3327170847.0
2005-06-21,3327170847.0,11.08,3533216948.0
2005-06-22,3533216948.0,11.05,4106052129.0
2005-06-23,4106052129.0,12.13,5808500363.0
2005-06-24,5808500363.0,12.18,3310372094.0
2005-06-27,3310372094.0,12.52,3422934094.0
2005-06-28,3422934094.0,11.58,3476910432.0
2005-06-29,3476910432.0,11.77,3892635668.0
2005-06-30,3892635668.0,12.04,2863050131.0
2005-07-01,2863050131.0,11.4,3272027371.0
2005-07-05,3272027371.0,11.68,3516370604.0
2005-07-06,3516370604.0,12.27,3574926227.0
2005-07-07,3574926227.0,12.49,3607264826.0
2005-07-08,3607264826.0,11.45,3642892397.0
2005-07-11,3642892397.0,11.28,3623979982.0
2005-07-12,3623979982.0,10.95,3393190858.0
2005-07-13,3393190858.0,10.84,3969362820.0
2005-07-14,3969362820.0,10.81,3284048374.0
2005-07-15,3284048374.0,10.33,2947521058.0
2005-07-18,2947521058.0,10.77,3777312078.0
2005-07-19,3777312078.0,10.45,4081587682.0
2005-07-20,4081587682.0,10.23,4250198010.0
2005-07-21,4250198010.0,10.97,3527832295.0
2005-07-22,3527832295.0,10.52,3242489235.0
2005-07-25,3242489235.0,11.1,3687631341.0
2005-07-26,3687631341.0,10.99,3823119401.0
2005-07-27,3823119401.0,10.36,3792505189.0
2005-07-28,3792505189.0,10.52,3435503651.0
2005-07-29,3435503651.0,11.57,3259305564.0
2005-08-01,3259305564.0,12.08,3867195494.0
2005-08-02,3867195494.0,11.75,3852447630.0
2005-08-03,3852447630.0,11.83,3645644945.0
2005-08-04,3645644945.0,12.52,3448854311.0
2005-08-05,3448854311.0,12.48,3302560033.0
2005-08-08,3302560033.0,13.21,3488104463.0
2005-08-09,3488104463.0,12.4,4108155300.0
2005-08-10,4108155300.0,12.38,3549365317.0
2005-08-11,3549365317.0,12.42,3485331761.0
2005-08-12,3485331761.0,12.74,2959987558.0
2005-08-15,2959987558.0,12.26,3386211089.0
2005-08-16,3386211089.0,13.52,3482795791.0
2005-08-17,3482795791.0,13.3,3257973411.0
2005-08-18,3257973411.0,13.42,2821588131.0
2005-08-19,2821588131.0,13.42,3050797840.0
2005-08-22,3050797840.0,13.42,3099580089.0
2005-08-23,3099580089.0,13.34,3764871376.0
2005-08-24,3764871376.0,14.17,2941462019.0
2005-08-25,2941462019.0,13.73,2853256291.0
2005-08-26,2853256291.0,13.72,2887061724.0
2005-08-29,2887061724.0,13.52,3428548559.0
2005-08-30,3428548559.0,13.65,4128792662.0
2005-08-31,4128792662.0,12.6,3951152640.0
2005-09-01,3951152640.0,13.15,2801400452.0
2005-09-02,2801400452.0,13.57,3414849727.0
2005-09-06,3414849727.0,12.93,3634014119.0
2005-09-07,3634014119.0,12.52,3604235661.0
2005-09-08,3604235661.0,12.93,3691750916.0
2005-09-09,3691750916.0,11.98,3726834169.0
2005-09-12,3726834169.0,11.65,3914191097.0
2005-09-13,3914191097.0,12.39,3754004536.0
2005-09-14,3754004536.0,12.91,3865557502.0
2005-09-15,3865557502.0,12.49,5627766285.0
2005-09-16,5627766285.0,11.22,3698157400.0
2005-09-19,3698157400.0,12.14,4238316150.0
2005-09-20,4238316150.0,12.64,4397404212.0
2005-09-21,4397404212.0,13.79,4228674520.0
2005-09-22,4228674520.0,13.33,3641840919.0
2005-09-23,3641840919.0,12.96,3618340659.0
2005-09-26,3618340659.0,13.04,3665592736.0
2005-09-27,3665592736.0,12.76,3930134932.0
2005-09-28,3930134932.0,12.63,4041209446.0
2005-09-29,4041209446.0,12.24,3818047298.0
2005-09-30,3818047298.0,11.92,3989514476.0
2005-10-03,3989514476.0,12.46,4474970073.0
2005-10-04,4474970073.0,13.2,4549002882.0
2005-10-05,4549002882.0,14.55,4994030612.0
2005-10-06,4994030612.0,14.96,3627125085.0
2005-10-07,3627125085.0,14.59,3644346956.0
2005-10-10,3644346956.0,15.55,4182282077.0
2005-10-11,4182282077.0,15.63,4597605953.0
2005-10-12,4597605953.0,16.22,4205765161.0
2005-10-13,4205765161.0,16.47,3781838606.0
2005-10-14,3781838606.0,14.87,3364117276.0
2005-10-17,3364117276.0,14.67,3773810871.0
2005-10-18,3773810871.0,15.33,4677465066.0
2005-10-19,4677465066.0,13.5,4526956989.0
2005-10-20,4526956989.0,16.11,4310860996.0
2005-10-21,4310860996.0,16.13,3809141944.0
2005-10-24,3809141944.0,14.74,3987212620.0
2005-10-25,3987212620.0,14.53,4400789581.0
2005-10-26,4400789581.0,14.59,4221377891.0
2005-10-27,4221377891.0,16.02,4334856384.0
2005-10-28,4334856384.0,14.25,4575133818.0
2005-10-31,4575133818.0,15.32,4451048401.0
2005-11-01,4451048401.0,14.85,4933005842.0
2005-11-02,4933005842.0,13.48,5094581929.0
2005-11-03,5094581929.0,13.0,3823409409.0
2005-11-04,3823409409.0,13.17,3813006870.0
2005-11-07,3813006870.0,13.1,3613164476.0
2005-11-08,3613164476.0,13.08,3881627615.0
2005-11-09,3881627615.0,12.8,4391353554.0
2005-11-10,4391353554.0,11.9,3260613612.0
2005-11-11,3260613612.0,11.63,3439878074.0
2005-11-14,3439878074.0,12.18,4120665422.0
2005-11-15,4120665422.0,12.23,3933436089.0
2005-11-16,3933436089.0,12.26,4195063008.0
2005-11-17,4195063008.0,11.25,4532818122.0
2005-11-18,4532818122.0,11.12,3857051351.0
2005-11-21,3857051351.0,10.82,4216659910.0
2005-11-22,4216659910.0,10.6,3640623431.0
2005-11-23,3640623431.0,10.96,1384614612.0
2005-11-25,1384614612.0,10.88,3640704140.0
2005-11-28,3640704140.0,11.84,4088343704.0
2005-11-29,4088343704.0,11.89,4396399756.0
2005-11-30,4396399756.0,12.06,4757849437.0
2005-12-01,4757849437.0,11.24,3948038465.0
2005-12-02,3948038465.0,11.01,4075285123.0
2005-12-05,4075285123.0,11.6,3990140034.0
2005-12-06,3990140034.0,11.52,3934347952.0
2005-12-07,3934347952.0,12.18,4191725554.0
2005-12-08,4191725554.0,12.21,3623773763.0
2005-12-09,3623773763.0,11.69,3634341134.0
2005-12-12,3634341134.0,11.47,4382893764.0
2005-12-13,4382893764.0,11.11,3967526747.0
2005-12-14,3967526747.0,10.48,4021451592.0
2005-12-15,4021451592.0,10.73,5351329341.0
2005-12-16,5351329341.0,10.68,4029355025.0
2005-12-19,4029355025.0,11.38,3803431307.0
2005-12-20,3803431307.0,11.19,3769131407.0
2005-12-21,3769131407.0,10.81,3433852966.0
2005-12-22,3433852966.0,10.29,2295711992.0
2005-12-23,2295711992.0,10.27,2841662385.0
2005-12-27,2841662385.0,11.57,2717392907.0
2005-12-28,2717392907.0,11.35,2642602391.0
2005-12-29,2642602391.0,11.61,2844521002.0
2005-12-30,2844521002.0,12.07,4654432889.0
2006-01-03,4654432889.0,11.14,4491398097.0
2006-01-04,4491398097.0,11.37,4436018938.0
2006-01-05,4436018938.0,11.31,4790099067.0
2006-01-06,4790099067.0,11.0,4340140645.0
2006-01-09,4340140645.0,11.13,4421682082.0
2006-01-10,4421682082.0,10.86,4835321698.0
2006-01-11,4835321698.0,10.94,4388193900.0
2006-01-12,4388193900.0,11.2,4000756396.0
2006-01-13,4000756396.0,11.23,3978143805.0
2006-01-17,3978143805.0,11.91,4632164684.0
2006-01-18,4632164684.0,12.25,4884018421.0
2006-01-19,4884018421.0,11.98,5255728454.0
2006-01-20,5255728454.0,14.56,4246888830.0
2006-01-23,4246888830.0,13.93,4747219356.0
2006-01-24,4747219356.0,13.31,4871105042.0
2006-01-25,4871105042.0,12.87,5411701862.0
2006-01-26,5411701862.0,12.42,5037655980.0
2006-01-27,5037655980.0,11.97,4312496850.0
2006-01-30,4312496850.0,12.39,5116306081.0
2006-01-31,5116306081.0,12.95,4942263031.0
2006-02-01,4942263031.0,12.36,4948181038.0
2006-02-02,4948181038.0,13.23,4641561529.0
2006-02-03,4641561529.0,12.96,3985351309.0
2006-02-06,3985351309.0,13.04,4603998955.0
2006-02-07,4603998955.0,13.59,4723588880.0
2006-02-08,4723588880.0,12.83,4809400765.0
2006-02-09,4809400765.0,13.12,4406391109.0
2006-02-10,4406391109.0,12.87,3574447855.0
2006-02-13,3574447855.0,13.35,4339488455.0
2006-02-14,4339488455.0,12.25,4195012418.0
2006-02-15,4195012418.0,12.31,4286023542.0
2006-02-16,4286023542.0,11.48,4086152993.0
2006-02-17,4086152993.0,12.01,3933376520.0
2006-02-21,3933376520.0,12.41,4110531294.0
2006-02-22,4110531294.0,11.88,3969152161.0
2006-02-23,3969152161.0,11.87,3605111824.0
2006-02-24,3605111824.0,11.46,3788804024.0
2006-02-27,3788804024.0,11.59,4648105099.0
2006-02-28,4648105099.0,12.34,4596278864.0
2006-03-01,4596278864.0,11.54,4670944613.0
2006-03-02,4670944613.0,11.72,4661599778.0
2006-03-03,4661599778.0,11.96,4556124168.0
2006-03-06,4556124168.0,12.74,4272807723.0
2006-03-07,4272807723.0,12.66,4664267949.0
2006-03-08,4664267949.0,12.32,4151105679.0
2006-03-09,4151105679.0,12.68,3930231014.0
2006-03-10,3930231014.0,11.85,3799681918.0
2006-03-13,3799681918.0,11.37,4182600350.0
2006-03-14,4182600350.0,10.74,4454561046.0
2006-03-15,4454561046.0,11.35,4729460485.0
2006-03-16,4729460485.0,11.98,5225117287.0
2006-03-17,5225117287.0,12.12,4103769530.0
2006-03-20,4103769530.0,11.79,4630001401.0
2006-03-21,4630001401.0,11.62,4264774995.0
