date,total_sh_volume,total_dollar_volume,vix_close,target_volume
2004-03-03,3454364192.0,86107493804.21384,14.55,82993971345.08539
2004-03-04,3457794052.0,82993971345.08539,14.4,99628860637.5929
2004-03-05,3936849642.0,99628860637.5929,14.48,89451541351.56241
2004-03-08,3766612963.0,89451541351.56241,15.79,98953795838.80304
2004-03-09,4103058898.0,98953795838.80304,16.6,105146308719.035
2004-03-10,4357970916.0,105146308719.035,18.67,113699204882.7178
2004-03-11,4725840404.0,113699204882.7178,20.67,89146113911.52695
2004-03-12,3558647066.0,89146113911.52695,18.3,90306808189.679
2004-03-15,3838148280.0,90306808189.679,21.13,93106985558.9038
2004-03-16,3963834719.0,93106985558.9038,20.34,89626184873.87671
2004-03-17,3694909996.0,89626184873.87671,18.11,87512056641.7456
2004-03-18,3477140630.0,87512056641.7456,18.53,89736638076.222
2004-03-19,3561723403.0,89736638076.222,19.15,94514810118.1797
2004-03-22,3967538307.0,94514810118.1797,21.58,94211018095.65012
2004-03-23,3852424375.0,94211018095.65012,20.67,95804154147.0285
2004-03-24,3860476140.0,95804154147.0285,19.81,98730778250.43507
2004-03-25,4042977242.0,98730778250.43507,17.88,82369818910.46042
2004-03-26,3392984811.0,82369818910.46042,17.33,86962030825.9437
2004-03-29,3564397940.0,86962030825.9437,16.5,84066335721.24939
2004-03-30,3388345741.0,84066335721.24939,16.28,95998970636.48112
2004-03-31,3919926529.0,95998970636.48112,16.74,98250594220.88612
2004-04-01,3863440184.0,98250594220.88612,16.65,110085987388.334
2004-04-02,4394734478.0,110085987388.334,15.64,91828718480.62914
2004-04-05,3641691137.0,91828718480.62914,14.97,91819504333.0763
2004-04-06,3728185440.0,91819504333.0763,15.32,92239227580.15106
2004-04-07,3761229765.0,92239227580.15106,15.76,83339246942.7565
2004-04-08,3281114925.0,83339246942.7565,16.26,73185791686.7941
2004-04-12,3012553640.0,73185791686.7941,15.28,95406866319.4646
2004-04-13,3941077378.0,95406866319.4646,17.26,97487039075.1123
2004-04-14,3863488897.0,97487039075.1123,15.62,103137030792.0349
2004-04-15,4041209636.0,103137030792.0349,15.74,97190829568.103
2004-04-16,3807018221.0,97190829568.103,14.94,82525301961.6001
2004-04-19,3276481863.0,82525301961.6001,15.42,97140103640.872
2004-04-20,4037030099.0,97140103640.872,16.67,108003378175.52296
2004-04-21,4360651001.0,108003378175.52296,15.6,121819793865.2124
2004-04-22,4557654509.0,121819793865.2124,14.61,97252623871.1212
2004-04-23,3767621917.0,97252623871.1212,14.01,90757608009.96672
2004-04-26,3418491270.0,90757608009.96672,14.77,102402777626.1879
2004-04-27,3972688642.0,102402777626.1879,15.07,110663685418.22932
2004-04-28,4611499328.0,110663685418.22932,16.29,117255359560.73846
2004-04-29,5008719921.0,117255359560.73846,16.6,103225746591.395
2004-04-30,4345679961.0,103225746591.395,17.19,100783557955.658
2004-05-03,4181581157.0,100783557955.658,16.62,99799896710.55646
2004-05-04,4043477751.0,99799896710.55646,16.55,87286147147.33899
2004-05-05,3546827457.0,87286147147.33899,15.77,90346831569.81546
2004-05-06,3728100028.0,90346831569.81546,17.05,96881003533.06155
2004-05-07,3764522508.0,96881003533.06155,18.13,112151409675.50378
2004-05-10,4425519813.0,112151409675.50378,19.77,92798903294.2603
2004-05-11,3647480228.0,92798903294.2603,18.57,108027792992.67856
2004-05-12,4136188700.0,108027792992.67856,18.14,88096582716.10559
2004-05-13,3428596621.0,88096582716.10559,18.86,82159525315.80939
2004-05-14,3338327776.0,82159525315.80939,18.47,84343823773.01599
2004-05-17,3456450490.0,84343823773.01599,19.96,80092744285.0115
2004-05-18,3259493362.0,80092744285.0115,19.33,96689966688.99152
2004-05-19,3889312560.0,96689966688.99152,18.93,77197691487.14624
2004-05-20,3115453410.0,77197691487.14624,18.67,78242736451.52301
2004-05-21,3066224522.0,78242736451.52301,18.49,77686328881.20099
2004-05-24,3017663275.0,77686328881.20099,18.08,99121641891.49826
2004-05-25,3808089604.0,99121641891.49826,15.96,87491159369.58446
2004-05-26,3429113997.0,87491159369.58446,15.97,92715478399.3405
2004-05-27,3589308235.0,92715478399.3405,15.28,70211009786.64928
2004-05-28,2738088619.0,70211009786.64928,15.5,80837801336.995
2004-06-01,3110537549.0,80837801336.995,16.3,81682786000.6622
2004-06-02,3178070057.0,81682786000.6622,16.08,79557391215.3649
2004-06-03,3165517525.0,79557391215.3649,17.03,75368355327.06792
2004-06-04,2894720875.0,75368355327.06792,16.78,82407103644.65399
2004-06-07,3087174945.0,82407103644.65399,15.39,79831902066.1528
2004-06-08,3021403995.0,79831902066.1528,15.01,82836298057.9755
2004-06-09,3245070974.0,82836298057.9755,15.39,73384451344.45123
2004-06-10,2903923945.0,73384451344.45123,15.04,75822613511.0146
2004-06-14,2986423662.0,75822613511.0146,16.07,86438485091.97412
2004-06-15,3288037977.0,86438485091.97412,15.05,74669635070.9363
2004-06-16,2888880885.0,74669635070.9363,14.79,79169707482.94482
2004-06-17,3165455353.0,79169707482.94482,15.15,95315563374.77943
2004-06-18,3628655229.0,95315563374.77943,14.99,74928300959.2686
2004-06-21,2897263503.0,74928300959.2686,15.26,90272079118.42873
2004-06-22,3523891808.0,90272079118.42873,14.31,94962530294.57858
2004-06-23,3734103478.0,94962530294.57858,13.98,90547149387.207
2004-06-24,3566756838.0,90547149387.207,14.81,125384637952.474
2004-06-25,5265295365.0,125384637952.474,15.19,91061887645.978
2004-06-28,3403931457.0,91061887645.978,16.07,87819808623.3781
2004-06-29,3362316403.0,87819808623.3781,15.47,100853328087.046
2004-06-30,3703039449.0,100853328087.046,14.34,98863201610.75037
2004-07-01,3711241321.0,98863201610.75037,15.2,66721138589.4364
2004-07-02,2594073401.0,66721138589.4364,15.08,81882472534.30649
2004-07-06,3443295247.0,81882472534.30649,16.25,85346449061.7986
2004-07-07,3496793480.0,85346449061.7986,15.81,89067597995.04172
2004-07-08,3577213156.0,89067597995.04172,16.2,73721917154.20096
2004-07-09,2884655104.0,73721917154.20096,15.78,72697949465.7555
2004-07-12,2933471574.0,72697949465.7555,14.96,74866747255.73273
2004-07-13,3063799508.0,74866747255.73273,14.46,98513298922.39
2004-07-14,3971262843.0,98513298922.39,13.76,87325069014.026
2004-07-15,3478594232.0,87325069014.026,14.71,91920124826.6525
2004-07-16,3578317862.0,91920124826.6525,14.34,86313159816.64778
2004-07-19,3461765238.0,86313159816.64778,15.17,90482195403.26906
2004-07-20,3562177074.0,90482195403.26906,14.17,102756326714.3076
2004-07-21,4345832313.0,102756326714.3076,16.41,106510417391.1001
2004-07-22,4125506313.0,106510417391.1001,15.75,83359097160.13469
2004-07-23,3406192879.0,83359097160.13469,16.5,87080963838.00381
2004-07-26,3506608135.0,87080963838.00381,17.3,97007645203.27428
2004-07-27,3875368157.0,97007645203.27428,16.55,99066762595.4348
2004-07-28,3891269612.0,99066762595.4348,16.15,92960508888.5362
2004-07-29,3667286288.0,92960508888.5362,15.68,77247100974.52655
2004-07-30,3163703152.0,77247100974.52655,15.32,82690298203.71375
2004-08-02,3222452512.0,82690298203.71375,15.37,79165428144.58789
2004-08-03,3225550521.0,79165428144.58789,16.03,81939960478.46362
2004-08-04,3428695520.0,81939960478.46362,16.21,82498857713.1715
2004-08-05,3418224528.0,82498857713.1715,18.32,91196108911.7052
2004-08-06,3690806027.0,91196108911.7052,19.34,63627782387.0159
2004-08-09,2680380269.0,63627782387.0159,18.89,75422817209.395
2004-08-10,3108145964.0,75422817209.395,17.47,85019766188.4584
2004-08-11,3662040634.0,85019766188.4584,18.04,79798369722.7423
2004-08-12,3494206551.0,79798369722.7423,19.08,68086312885.38965
2004-08-13,2881212265.0,68086312885.38965,17.98,69040293421.73244
2004-08-16,2853616075.0,69040293421.73244,17.57,75795297161.27888
2004-08-17,3077494361.0,75795297161.27888,17.02,81170123296.3784
2004-08-18,3328073242.0,81170123296.3784,16.23,76000983173.34135
2004-08-19,3115525378.0,76000983173.34135,16.96,72582187530.8004
2004-08-20,2926538319.0,72582187530.8004,16.0,64687558531.34204
2004-08-23,2611227254.0,64687558531.34204,15.88,67899031244.34628
2004-08-24,2795354529.0,67899031244.34628,15.33,72697095134.10672
2004-08-25,2916436210.0,72697095134.10672,14.98,62877455197.868
2004-08-26,2508584199.0,62877455197.868,14.91,52403920752.709045
2004-08-27,2138393824.0,52403920752.709045,14.71,50915134470.42144
2004-08-30,2138293719.0,50915134470.42144,15.44,69244574614.52591
2004-08-31,2818892659.0,69244574614.52591,15.29,72692429567.71007
2004-09-01,2949998252.0,72692429567.71007,14.91,69397275820.54839
2004-09-02,2669559682.0,69397275820.54839,14.28,61866905005.08254
2004-09-03,2498373413.0,61866905005.08254,13.91,76173571884.98741
2004-09-07,2944612661.0,76173571884.98741,14.07,79980183502.272
2004-09-08,3136563815.0,79980183502.272,14.06,84699555089.1153
2004-09-09,3489977090.0,84699555089.1153,14.01,77988666987.10599
2004-09-10,3296510803.0,77988666987.10599,13.76,84037843677.66884
2004-09-13,3514745503.0,84037843677.66884,13.17,79590232690.45349
2004-09-14,3153620138.0,79590232690.45349,13.56,81743234164.3259
2004-09-15,3324995468.0,81743234164.3259,14.64,69803417325.76497
2004-09-16,2840042757.0,69803417325.76497,14.39,90967972871.08154
2004-09-17,3514343097.0,90967972871.08154,14.03,81852113345.60794
2004-09-20,3189285155.0,81852113345.60794,14.43,86065118248.32614
2004-09-21,3282870144.0,86065118248.32614,13.66,90272081029.8053
2004-09-22,3453645390.0,90272081029.8053,14.74,82324136512.00946
2004-09-23,3153410965.0,82324136512.00946,14.8,77409088270.1754
2004-09-24,3030546992.0,77409088270.1754,14.28,77273989446.76003
2004-09-27,3031403954.0,77273989446.76003,14.62,86624746665.69531
2004-09-28,3408460921.0,86624746665.69531,13.83,89662776090.13414
2004-09-29,3510760417.0,89662776090.13414,13.21,104708406118.46416
2004-09-30,3999762487.0,104708406118.46416,13.34,100058946226.72565
2004-10-01,3941754245.0,100058946226.72565,12.75,99623771342.57382
2004-10-04,3915785852.0,99623771342.57382,13.41,91829406735.41943
2004-10-05,3600171828.0,91829406735.41943,13.95,91110993172.79344
2004-10-06,3830333288.0,91110993172.79344,13.28,89804168315.34714
2004-10-07,3706264410.0,89804168315.34714,14.5,81952329512.11343
2004-10-08,3414982267.0,81952329512.11343,15.05,59663558163.53951
2004-10-11,2421366261.0,59663558163.53951,14.71,83852829644.31946
2004-10-12,3298204574.0,83852829644.31946,15.05,100816337281.93188
2004-10-13,3858585121.0,100816337281.93188,15.42,94664890028.49054
2004-10-14,3544744817.0,94664890028.49054,16.43,99582082961.76888
2004-10-15,3811811235.0,99582082961.76888,15.04,86272576153.94757
2004-10-18,3343781881.0,86272576153.94757,14.71,106492713371.45392
2004-10-19,4023769600.0,106492713371.45392,15.13,105394188563.59244
2004-10-20,3913271237.0,105394188563.59244,14.85,112508756796.6405
2004-10-21,4231484595.0,112508756796.6405,14.54,101827012919.7168
2004-10-22,3705475371.0,101827012919.7168,15.28,93432315295.17056
2004-10-25,3457361128.0,93432315295.17056,16.58,108630055910.37495
2004-10-26,4063419855.0,108630055910.37495,16.39,118355270705.17735
2004-10-27,4442281924.0,118355270705.17735,15.72,105052109931.02776
2004-10-28,4047623357.0,105052109931.02776,15.39,97843532625.59167
2004-10-29,3617216100.0,97843532625.59167,16.27,93412052559.69469
2004-11-01,3407834360.0,93412052559.69469,16.27,108307091359.43845
2004-11-02,4064641873.0,108307091359.43845,16.18,120209218466.1068
2004-11-03,4303250668.0,120209218466.1068,14.04,120360791313.909
2004-11-04,4225547350.0,120360791313.909,13.97,118931098786.96414
2004-11-05,4210562431.0,118931098786.96414,13.84,94590626290.2844
2004-11-08,3441495170.0,94590626290.2844,13.8,102123088263.02248
2004-11-09,3692742177.0,102123088263.02248,13.61,103331066739.33096
2004-11-10,3910936061.0,103331066739.33096,13.08,96731274302.28133
2004-11-11,3676843515.0,96731274302.28133,13.04,109281833293.00671
2004-11-12,4126976246.0,109281833293.00671,13.33,98295917490.3364
2004-11-15,3884802984.0,98295917490.3364,13.38,95565348613.7502
2004-11-16,3817605973.0,95565348613.7502,13.21,117734817088.9725
2004-11-17,4540930450.0,117734817088.9725,13.21,102268912324.53873
2004-11-18,3976906302.0,102268912324.53873,12.98,103964991592.35551
2004-11-19,4096317981.0,103964991592.35551,13.5,97942359635.65158
2004-11-22,3769031295.0,97942359635.65158,12.97,101003616277.01836
2004-11-23,4020224706.0,101003616277.01836,12.67,81698338444.02591
2004-11-24,3190620541.0,81698338444.02591,12.72,33471952751.364098
2004-11-26,1343880777.0,33471952751.364098,12.79,95234996612.39842
2004-11-29,3721478444.0,95234996612.39842,13.3,105594472861.72668
2004-11-30,4033050836.0,105594472861.72668,13.24,119394945136.84853
2004-12-01,4627658602.0,119394945136.84853,12.97,117993278873.80373
2004-12-02,4717336269.0,117993278873.80373,12.98,108994253279.7414
2004-12-03,4478976027.0,108994253279.7414,12.96,93264490497.23198
2004-12-06,3934599561.0,93264490497.23198,13.19,110602678438.33298
2004-12-07,4709792302.0,110602678438.33298,13.67,103888273128.53596
2004-12-08,4387562329.0,103888273128.53596,13.19,110591181836.59608
2004-12-09,4412956543.0,110591181836.59608,12.88,94415923626.3488
2004-12-10,3634443478.0,94415923626.3488,12.76,99975739798.83258
2004-12-13,3957924537.0,99975739798.83258,12.54,113182374488.61372
2004-12-14,4295726859.0,113182374488.61372,12.73,117462352996.4897
2004-12-15,4634544096.0,117462352996.4897,12.35,126899435936.36896
2004-12-16,4763927425.0,126899435936.36896,12.27,156054447485.35385
2004-12-17,5747808854.0,156054447485.35385,11.95,100554950255.18147
2004-12-20,3861296403.0,100554950255.18147,11.83,102532225106.87448
2004-12-21,3918923824.0,102532225106.87448,11.55,94532874948.2561
2004-12-22,3640766983.0,94532874948.2561,11.45,65483563028.92518
2004-12-23,2669792904.0,65483563028.92518,11.23,66254114948.0025
2004-12-27,2675519181.0,66254114948.0025,12.14,71335307154.37505
2004-12-28,2879780030.0,71335307154.37505,12.0,65291501444.55429
2004-12-29,2706208909.0,65291501444.55429,11.62,57763754397.64201
2004-12-30,2477011807.0,57763754397.64201,12.56,54953450972.58496
2004-12-31,2387138688.0,54953450972.58496,13.29,111088092082.36916
2005-01-03,4183418230.0,111088092082.36916,14.08,124070675528.12276
2005-01-04,4942982040.0,124070675528.12276,13.98,114521498227.2732
2005-01-05,4564753352.0,114521498227.2732,14.09,109880947403.32454
2005-01-06,4184487732.0,109880947403.32454,13.58,106699315271.40108
2005-01-07,4102419727.0,106699315271.40108,13.49,104308099897.394
2005-01-10,4022823268.0,104308099897.394,13.23,104725250974.18948
2005-01-11,4193256203.0,104725250974.18948,13.19,115587446506.31146
2005-01-12,4292788133.0,115587446506.31146,12.56,108501191675.11652
2005-01-13,4037172104.0,108501191675.11652,12.84,92296576748.7861
2005-01-14,3518963214.0,92296576748.7861,12.43,108462470769.4558
2005-01-18,4060836218.0,108462470769.4558,12.47,102834978643.63098
2005-01-19,4164431521.0,102834978643.63098,13.18,117154040603.6683
2005-01-20,4372779350.0,117154040603.6683,13.83,110154242983.01584
2005-01-21,4100720284.0,110154242983.01584,14.36,107234805808.6022
2005-01-24,4049468914.0,107234805808.6022,14.65,106237381088.18707
2005-01-25,4055525729.0,106237381088.18707,14.06,111931124364.43094
2005-01-26,4218624983.0,111931124364.43094,13.44,111225976932.61597
2005-01-27,4148567636.0,111225976932.61597,13.24,115060840721.626
2005-01-28,4148659201.0,115060840721.626,13.24,109229678620.5565
2005-01-31,3956685744.0,109229678620.5565,12.82,115571598467.65828
2005-02-01,4124625453.0,115571598467.65828,12.03,115633254224.8036
2005-02-02,4013834639.0,115633254224.8036,11.66,107986882836.771
2005-02-03,3950314324.0,107986882836.771,11.79,113068529299.93158
2005-02-04,4038711029.0,113068529299.93158,11.21,93881192862.948
2005-02-07,3454585479.0,93881192862.948,11.73,102384214733.45854
2005-02-08,3801653433.0,102384214733.45854,11.6,106424905147.5191
2005-02-09,3911035692.0,106424905147.5191,12.0,110829137854.2406
2005-02-10,4044488758.0,110829137854.2406,11.51,111667454871.25015
2005-02-11,4115070597.0,111667454871.25015,11.43,95008176434.60382
2005-02-14,3310896928.0,95008176434.60382,11.52,114301685251.27477
2005-02-15,4022553295.0,114301685251.27477,11.27,107642418165.59822
2005-02-16,3803438333.0,107642418165.59822,11.1,107482988785.84772
2005-02-17,3960432499.0,107482988785.84772,11.77,102674960944.65009
2005-02-18,3573427680.0,102674960944.65009,11.18,119704017071.88087
2005-02-22,4286002657.0,119704017071.88087,13.14,107404938010.74467
2005-02-23,3786414149.0,107404938010.74467,12.39,112204832923.0374
2005-02-24,3989732316.0,112204832923.0374,11.57,104913720974.64728
2005-02-25,3703589465.0,104913720974.64728,11.49,123709397037.59644
2005-02-28,4500815572.0,123709397037.59644,12.08,114605323941.6738
2005-03-01,4200618412.0,114605323941.6738,12.04,110745628352.4613
2005-03-02,4159210142.0,110745628352.4613,12.5,110751012630.05386
2005-03-03,4031960295.0,110751012630.05386,12.93,108455182021.17346
2005-03-04,3979902206.0,108455182021.17346,11.94,106882218172.2972
2005-03-07,3922372980.0,106882218172.2972,12.26,103028501433.21806
2005-03-08,3737519666.0,103028501433.21806,12.4,118254192205.09631
2005-03-09,4166005948.0,118254192205.09631,12.7,110037296898.1188
2005-03-10,3889730061.0,110037296898.1188,12.49,101193945995.71252
2005-03-11,3605077762.0,101193945995.71252,12.8,98983404526.76204
2005-03-14,3524276514.0,98983404526.76204,12.39,103777255578.8768
2005-03-15,3759201345.0,103777255578.8768,13.15,116983950243.71028
2005-03-16,4184584635.0,116983950243.71028,13.49,103359970314.68874
2005-03-17,3787228237.0,103359970314.68874,13.29,146536162925.50735
2005-03-18,5048339819.0,146536162925.50735,13.14,97080855969.6734
2005-03-21,3495576022.0,97080855969.6734,13.61,113397767053.38171
2005-03-22,4011936975.0,113397767053.38171,14.27,113861918045.62276
2005-03-23,4088212162.0,113861918045.62276,14.06,92529487914.9972
2005-03-24,3448167671.0,92529487914.9972,13.42,90236940743.21928
2005-03-28,3325091524.0,90236940743.21928,13.75,113745935359.69148
2005-03-29,4079672836.0,113745935359.69148,14.49,109860246117.69131
2005-03-30,3928893432.0,109860246117.69131,13.64,109597578713.22122
2005-03-31,4073708080.0,109597578713.22122,14.02,119049207840.37836
2005-04-01,4129707641.0,119049207840.37836,14.09,112083502050.62068
2005-04-04,3774213109.0,112083502050.62068,14.11,98177948133.22057
2005-04-05,3613028159.0,98177948133.22057,13.68,98936121811.9551
2005-04-06,3577949508.0,98936121811.9551,13.15,101620836428.44734
2005-04-07,3631530076.0,101620836428.44734,12.33,86809639429.07657
2005-04-08,3186675830.0,86809639429.07657,12.62,82795316388.00789
2005-04-11,2950857092.0,82795316388.00789,11.98,112575486189.30342
2005-04-12,3945652757.0,112575486189.30342,11.3,107881851680.97722
2005-04-13,3834905552.0,107881851680.97722,13.31,127164997516.6099
2005-04-14,4358323359.0,127164997516.6099,14.53,142438500025.6965
2005-04-15,5101959364.0,142438500025.6965,17.74,113642643849.70674
2005-04-18,4088940765.0,113642643849.70674,16.56,108271039074.36156
2005-04-19,4067393609.0,108271039074.36156,14.96,119703150131.31644
2005-04-20,4360634415.0,119703150131.31644,16.92,122217740484.98276
2005-04-21,4332270931.0,122217740484.98276,14.41,112154540419.51
2005-04-22,3900568502.0,112154540419.51,15.38,97054294812.30092
2005-04-25,3331297039.0,97054294812.30092,14.62,104893735513.00407
2005-04-26,3703229834.0,104893735513.00407,14.91,111517014756.1699
2005-04-27,3984355494.0,111517014756.1699,14.87,110424136872.8024
2005-04-28,4137029508.0,110424136872.8024,16.86,120770274141.80405
2005-04-29,4526035373.0,120770274141.80405,15.31,99279000181.69894
2005-05-02,3659132429.0,99279000181.69894,15.12,113376146244.39116
2005-05-03,4051986003.0,113376146244.39116,14.53,118736741770.69356
2005-05-04,4279049409.0,118736741770.69356,13.85,104458907799.5941
2005-05-05,3826476490.0,104458907799.5941,13.98,88864096431.104
2005-05-06,3275463974.0,88864096431.104,14.05,86846808872.16406
2005-05-09,3368879094.0,86846808872.16406,13.75,94494539232.29016
2005-05-10,3569614605.0,94494539232.29016,14.91,99081668787.35364
2005-05-11,3596267810.0,99081668787.35364,14.45,105573352206.4579
2005-05-12,3823291420.0,105573352206.4579,16.12,112096307397.22388
2005-05-13,4085432699.0,112096307397.22388,16.32,93956570778.02672
2005-05-16,3342593618.0,93956570778.02672,15.68,96071842849.29916
2005-05-17,3471558228.0,96071842849.29916,14.57,121715936312.00555
2005-05-18,4318712221.0,121715936312.00555,13.63,97078865958.37103
2005-05-19,3556993885.0,97078865958.37103,13.32,84841139762.0553
2005-05-20,3188549519.0,84841139762.0553,13.14,95148681426.5552
2005-05-23,3354211765.0,95148681426.5552,12.95,98177580160.4221
2005-05-24,3427124269.0,98177580160.4221,12.69,90433325220.62157
2005-05-25,3337046241.0,90433325220.62157,12.58,90889908462.35306
2005-05-26,3358180317.0,90889908462.35306,12.24,69790988869.39261
2005-05-27,2654599210.0,69790988869.39261,12.15,104992146949.544
2005-05-31,3741393433.0,104992146949.544,13.29,110120335650.00728
2005-06-01,3698880062.0,110120335650.00728,12.36,96186550839.98538
2005-06-02,3612636645.0,96186550839.98538,11.84,94334355081.08528
2005-06-03,3312559898.0,94334355081.08528,12.15,86187598330.2074
2005-06-06,3084134495.0,86187598330.2074,12.28,107054627267.06158
2005-06-07,3791528787.0,107054627267.06158,12.39,95785386051.18176
2005-06-08,3378528346.0,95785386051.18176,12.7,102537806953.00528
2005-06-09,3559288575.0,102537806953.00528,12.08,87886361510.78891
2005-06-10,3140675674.0,87886361510.78891,11.96,89107366414.50812
2005-06-13,3175814285.0,89107366414.50812,11.65,89191478432.16467
2005-06-14,3176489509.0,89191478432.16467,11.79,104305671517.73184
2005-06-15,3577758872.0,104305671517.73184,11.46,100841916872.00015
2005-06-16,3652594256.0,100841916872.00015,11.15,131820723769.96854
2005-06-17,4532811251.0,131820723769.96854,11.48,92556862379.81696
2005-06-20,3175762359.0,92556862379.81696,11.47,95790231492.62656
2005-06-21,3327170847.0,95790231492.62656,11.08,99398188343.55457
2005-06-22,3533216948.0,99398188343.55457,11.05,116201358307.4966
2005-06-23,4106052129.0,116201358307.4966,12.13,142550478382.18228
2005-06-24,5808500363.0,142550478382.18228,12.18,94906042327.77188
2005-06-27,3310372094.0,94906042327.77188,12.52,98506627869.03387
2005-06-28,3422934094.0,98506627869.03387,11.58,99538427693.45232
2005-06-29,3476910432.0,99538427693.45232,11.77,114169419673.25587
2005-06-30,3892635668.0,114169419673.25587,12.04,85551267696.4577
2005-07-01,2863050131.0,85551267696.4577,11.4,95901290194.60052
2005-07-05,3272027371.0,95901290194.60052,11.68,102257501947.7467
2005-07-06,3516370604.0,102257501947.7467,12.27,107290300787.27206
2005-07-07,3574926227.0,107290300787.27206,12.49,103205157248.28204
2005-07-08,3607264826.0,103205157248.28204,11.45,102280919951.36218
2005-07-11,3642892397.0,102280919951.36218,11.28,102127943786.34268
2005-07-12,3623979982.0,102127943786.34268,10.95,97504869494.59456
2005-07-13,3393190858.0,97504869494.59456,10.84,115611562359.3114
2005-07-14,3969362820.0,115611562359.3114,10.81,96064442215.09428
2005-07-15,3284048374.0,96064442215.09428,10.33,85229609226.67819
2005-07-18,2947521058.0,85229609226.67819,10.77,113152023188.53172
2005-07-19,3777312078.0,113152023188.53172,10.45,126434491530.92282
2005-07-20,4081587682.0,126434491530.92282,10.23,132304686624.736
2005-07-21,4250198010.0,132304686624.736,10.97,108990338073.45526
2005-07-22,3527832295.0,108990338073.45526,10.52,95869879251.40092
2005-07-25,3242489235.0,95869879251.40092,11.1,107515058585.8482
2005-07-26,3687631341.0,107515058585.8482,10.99,111012790414.36784
2005-07-27,3823119401.0,111012790414.36784,10.36,110334099787.20496
2005-07-28,3792505189.0,110334099787.20496,10.52,102109124281.32744
2005-07-29,3435503651.0,102109124281.32744,11.57,95338148739.3046
2005-08-01,3259305564.0,95338148739.3046,12.08,113067956776.6012
2005-08-02,3867195494.0,113067956776.6012,11.75,108511628905.3228
2005-08-03,3852447630.0,108511628905.3228,11.83,104324584549.25046
2005-08-04,3645644945.0,104324584549.25046,12.52,101092840990.1486
2005-08-05,3448854311.0,101092840990.1486,12.48,92517734486.21036
2005-08-08,3302560033.0,92517734486.21036,13.21,98039558290.7481
2005-08-09,3488104463.0,98039558290.7481,12.4,116443297879.69568
2005-08-10,4108155300.0,116443297879.69568,12.38,104612113504.89334
2005-08-11,3549365317.0,104612113504.89334,12.42,101324690797.03906
2005-08-12,3485331761.0,101324690797.03906,12.74,84638777606.70035
2005-08-15,2959987558.0,84638777606.70035,12.26,97859037560.6813
2005-08-16,3386211089.0,97859037560.6813,13.52,99281689676.98892
2005-08-17,3482795791.0,99281689676.98892,13.3,97201252525.54404
2005-08-18,3257973411.0,97201252525.54404,13.42,81672407347.5616
